# Orientation data file - Sat Oct 02 20:52:34 - min reliable 7
# ../mkd /home/dfisher/pisces2 /home/dfisher/pisces2/final_long_list
# 18 distances, 10 angles

ALA ALA

# a1 < 30, a2 < 30

16  0.084 	# ((2144 / 1657404) / (520474 / 370101436))
17  0.121 	# ((2047 / 1657404) / (515964 / 370101436))
18  0.089 	# ((2160 / 1657404) / (527172 / 370101436))
19  0.073 	# ((2380 / 1657404) / (571806 / 370101436))
20 -0.001 	# ((69377 / 1657404) / (15483400 / 370101436))

# a1 30-90, a2 30-90, torsion > 90

3   0.000 	# ((0 / 1657404) / (14 / 370101436)) ?
4  -0.595 	# ((7 / 1657404) / (862 / 370101436))
5  -0.329 	# ((156 / 1657404) / (25076 / 370101436))
6  -0.050 	# ((423 / 1657404) / (89824 / 370101436))
7   0.371 	# ((309 / 1657404) / (100004 / 370101436))
8   0.332 	# ((343 / 1657404) / (106724 / 370101436))
9   0.011 	# ((673 / 1657404) / (151952 / 370101436))
10  0.037 	# ((1065 / 1657404) / (246814 / 370101436))
11  0.165 	# ((1271 / 1657404) / (334718 / 370101436))
12  0.194 	# ((1270 / 1657404) / (344280 / 370101436))
13  0.183 	# ((1389 / 1657404) / (372292 / 370101436))
14  0.162 	# ((1491 / 1657404) / (391686 / 370101436))
15  0.146 	# ((1732 / 1657404) / (447686 / 370101436))
16  0.071 	# ((1980 / 1657404) / (474698 / 370101436))
17  0.081 	# ((2088 / 1657404) / (505662 / 370101436))
18  0.093 	# ((2150 / 1657404) / (526946 / 370101436))
19  0.106 	# ((2305 / 1657404) / (572140 / 370101436))
20  0.001 	# ((67640 / 1657404) / (15125180 / 370101436))

ALA ASN

# a1 < 30, a2 < 30

3   0.000 	# ((0 / 1314719) / (0 / 370101436)) ?
4   0.000 	# ((0 / 1314719) / (122 / 370101436)) ?
5   0.000 	# ((0 / 1314719) / (1588 / 370101436)) ?
6   0.722 	# ((21 / 1314719) / (12168 / 370101436))
7  -0.115 	# ((211 / 1314719) / (52960 / 370101436))
8   0.642 	# ((166 / 1314719) / (88776 / 370101436))
9   1.020 	# ((147 / 1314719) / (114804 / 370101436))
10  0.959 	# ((175 / 1314719) / (128594 / 370101436))
11  0.589 	# ((266 / 1314719) / (134942 / 370101436))
12  0.462 	# ((293 / 1314719) / (130958 / 370101436))
13  0.439 	# ((294 / 1314719) / (128320 / 370101436))
14  0.414 	# ((304 / 1314719) / (129466 / 370101436))
15  0.246 	# ((384 / 1314719) / (138222 / 370101436))
16  0.131 	# ((471 / 1314719) / (151212 / 370101436))
17  0.193 	# ((483 / 1314719) / (164956 / 370101436))
18  0.194 	# ((525 / 1314719) / (179444 / 370101436))
19  0.276 	# ((511 / 1314719) / (189614 / 370101436))
20  0.198 	# ((13589 / 1314719) / (4664118 / 370101436))

# a1 < 30, a2 30-90

3   0.000 	# ((0 / 1314719) / (0 / 370101436)) ?
4   0.000 	# ((0 / 1314719) / (500 / 370101436)) ?
5   0.635 	# ((20 / 1314719) / (10626 / 370101436))
6  -0.269 	# ((281 / 1314719) / (60444 / 370101436))
7   0.242 	# ((321 / 1314719) / (115150 / 370101436))
8   0.711 	# ((241 / 1314719) / (138088 / 370101436))
9   0.440 	# ((377 / 1314719) / (164860 / 370101436))
10  0.151 	# ((640 / 1314719) / (209460 / 370101436))
11  0.153 	# ((780 / 1314719) / (255908 / 370101436))
12  0.189 	# ((825 / 1314719) / (280682 / 370101436))
13  0.166 	# ((880 / 1314719) / (292434 / 370101436))
14  0.129 	# ((964 / 1314719) / (308812 / 370101436))
15  0.111 	# ((1077 / 1314719) / (338880 / 370101436))
16  0.039 	# ((1246 / 1314719) / (364816 / 370101436))
17  0.030 	# ((1337 / 1314719) / (387910 / 370101436))
18 -0.022 	# ((1500 / 1314719) / (413216 / 370101436))
19  0.016 	# ((1540 / 1314719) / (440650 / 370101436))
20 -0.040 	# ((41984 / 1314719) / (11350584 / 370101436))

# a1 < 30, a2 90+

3   0.000 	# ((0 / 1314719) / (0 / 370101436)) ?
4   0.000 	# ((0 / 1314719) / (908 / 370101436)) ?
5   0.271 	# ((37 / 1314719) / (13662 / 370101436))
6  -0.343 	# ((259 / 1314719) / (51716 / 370101436))
7  -0.051 	# ((272 / 1314719) / (72736 / 370101436))
8  -0.101 	# ((441 / 1314719) / (112222 / 370101436))
9  -0.408 	# ((987 / 1314719) / (184690 / 370101436))
10 -0.362 	# ((1585 / 1314719) / (310700 / 370101436))
11 -0.211 	# ((1746 / 1314719) / (397924 / 370101436))
12 -0.109 	# ((1775 / 1314719) / (448284 / 370101436))
13 -0.189 	# ((2063 / 1314719) / (480792 / 370101436))
14 -0.239 	# ((2318 / 1314719) / (513834 / 370101436))
15 -0.253 	# ((2493 / 1314719) / (545184 / 370101436))
16 -0.234 	# ((2521 / 1314719) / (561812 / 370101436))
17 -0.290 	# ((2719 / 1314719) / (572478 / 370101436))
18 -0.294 	# ((2832 / 1314719) / (594052 / 370101436))
19 -0.333 	# ((3137 / 1314719) / (632936 / 370101436))
20 -0.333 	# ((85709 / 1314719) / (17287592 / 370101436))

# a1 30-90, a2 < 30

